product_id,product_name,brand,category,sub_category,source_type,factory_id,shelf_life,packaging_type,unit_size,sku,last_modified
182,Vinamilk Any Vị Mới 500g,Vinamilk,Distributed,Any,distributed,,417,Túi,500g,SKU00182,2025-02-14 13:04:15.845591
183,Unilever There Đặc Biệt 500g,Unilever,Distributed,There,distributed,,255,Túi,500g,SKU00183,2024-07-13 06:52:33.742353
184,TH True Milk Group Vị Mới 500ml,TH True Milk,Distributed,Group,distributed,,645,Chai nhựa,500ml,SKU00184,2025-04-25 15:06:38.936818
185,Orion Responsibility Vị Mới 500ml,Orion,Distributed,Responsibility,distributed,,579,Chai nhựa,500ml,SKU00185,2024-11-01 01:32:23.335661
186,Suntory News Đặc Biệt 330ml,Suntory,Distributed,News,distributed,,340,Chai nhựa,330ml,SKU00186,2025-03-03 04:44:03.096920
187,P&G Them Vị Mới 1L,P&G,Distributed,Them,distributed,,545,Hộp giấy,1L,SKU00187,2024-07-02 04:49:44.242105
188,Nestlé Industry Đặc Biệt 100g,Nestlé,Distributed,Industry,distributed,,450,Túi,100g,SKU00188,2024-08-29 07:59:50.136017
189,Suntory However Premium 100g,Suntory,Distributed,However,distributed,,263,Túi,100g,SKU00189,2025-04-14 07:25:25.473752
190,TH True Milk Carry Dinh Dưỡng 500ml,TH True Milk,Distributed,Carry,distributed,,688,Chai nhựa,500ml,SKU00190,2025-01-02 04:26:36.425781
191,Acecook Cultural Premium 700ml,Acecook,Distributed,Cultural,distributed,,438,Chai nhựa,700ml,SKU00191,2024-08-03 11:42:44.349639
192,TH True Milk Even Vị Mới 330ml,TH True Milk,Distributed,Even,distributed,,176,Chai nhựa,330ml,SKU00192,2024-12-10 02:00:29.805507
193,PepsiCo Wish Đặc Biệt 1L,PepsiCo,Distributed,Wish,distributed,,697,Hộp giấy,1L,SKU00193,2025-02-21 01:44:49.333963
194,TH True Milk Herself Premium 1kg,TH True Milk,Distributed,Herself,distributed,,451,Túi,1kg,SKU00194,2024-08-16 13:18:28.950590
195,Unilever Always Dinh Dưỡng 500ml,Unilever,Distributed,Always,distributed,,593,Chai nhựa,500ml,SKU00195,2025-05-20 21:02:15.112511
196,Acecook Walk Dinh Dưỡng 500g,Acecook,Distributed,Walk,distributed,,645,Túi,500g,SKU00196,2025-05-30 18:48:12.127804
197,P&G Too Thượng Hạng 100g,P&G,Distributed,Too,distributed,,643,Túi,100g,SKU00197,2024-08-14 10:31:03.893101
198,P&G Medical Vị Mới 1kg,P&G,Distributed,Medical,distributed,,110,Túi,1kg,SKU00198,2024-11-29 22:58:11.131346
199,Nestlé Whatever Vị Mới 100g,Nestlé,Distributed,Whatever,distributed,,481,Túi,100g,SKU00199,2024-10-27 19:02:41.514981
200,Acecook Beat Premium 500g,Acecook,Distributed,Beat,distributed,,219,Túi,500g,SKU00200,2025-06-10 22:54:45.259174
201,Nestlé Design Dinh Dưỡng 1L,Nestlé,Distributed,Design,distributed,,517,Hộp giấy,1L,SKU00201,2024-12-24 17:54:30.295309
202,Unilever Need Thượng Hạng 250ml,Unilever,Distributed,Need,distributed,,609,Chai nhựa,250ml,SKU00202,2024-11-13 11:43:07.050718
203,Orion Involve Thượng Hạng 1L,Orion,Distributed,Involve,distributed,,92,Hộp giấy,1L,SKU00203,2025-01-01 06:55:38.803380
204,Vinamilk Really Thượng Hạng 330ml,Vinamilk,Distributed,Really,distributed,,103,Chai nhựa,330ml,SKU00204,2025-05-08 10:32:06.025908
205,Nestlé Guy Đặc Biệt 500g,Nestlé,Distributed,Guy,distributed,,403,Túi,500g,SKU00205,2024-08-02 18:02:54.595777
206,PepsiCo Political Premium 500ml,PepsiCo,Distributed,Political,distributed,,156,Chai nhựa,500ml,SKU00206,2024-11-11 12:05:23.098522
207,Suntory Situation Thượng Hạng 1L,Suntory,Distributed,Situation,distributed,,382,Hộp giấy,1L,SKU00207,2024-12-21 17:37:39.993693
208,Suntory Whom Vị Mới 500g,Suntory,Distributed,Whom,distributed,,457,Túi,500g,SKU00208,2025-04-21 03:38:21.349162
209,Orion Fear Vị Mới 250ml,Orion,Distributed,Fear,distributed,,509,Chai nhựa,250ml,SKU00209,2025-01-10 12:18:22.966199
210,Nestlé Today Đặc Biệt 330ml,Nestlé,Distributed,Today,distributed,,169,Chai nhựa,330ml,SKU00210,2025-04-02 21:17:39.417485
211,P&G Great Đặc Biệt 100g,P&G,Distributed,Great,distributed,,532,Túi,100g,SKU00211,2024-11-22 01:50:47.304379
212,P&G Wide Đặc Biệt 100g,P&G,Distributed,Wide,distributed,,510,Túi,100g,SKU00212,2024-11-09 18:00:21.746572
213,Vinamilk Take Đặc Biệt 1L,Vinamilk,Distributed,Take,distributed,,456,Hộp giấy,1L,SKU00213,2024-07-08 03:45:01.096255
214,Ajinomoto Cell Premium 1L,Ajinomoto,Distributed,Cell,distributed,,440,Hộp giấy,1L,SKU00214,2024-12-31 18:08:21.798239
215,P&G Raise Vị Mới 500g,P&G,Distributed,Raise,distributed,,378,Túi,500g,SKU00215,2024-06-22 16:35:59.151561
216,Vinamilk Friend Vị Mới 330ml,Vinamilk,Distributed,Friend,distributed,,197,Chai nhựa,330ml,SKU00216,2024-07-05 05:32:26.916732
217,Acecook Reason Đặc Biệt 1kg,Acecook,Distributed,Reason,distributed,,563,Túi,1kg,SKU00217,2024-11-23 06:50:18.261224
218,Suntory Condition Thượng Hạng 1L,Suntory,Distributed,Condition,distributed,,90,Hộp giấy,1L,SKU00218,2025-02-02 12:53:39.847554
219,Acecook Next Vị Mới 100g,Acecook,Distributed,Next,distributed,,188,Túi,100g,SKU00219,2025-01-11 03:37:55.899420
220,TH True Milk Important Đặc Biệt 1kg,TH True Milk,Distributed,Important,distributed,,266,Túi,1kg,SKU00220,2024-08-23 12:14:55.301285
221,PepsiCo Practice Dinh Dưỡng 1L,PepsiCo,Distributed,Practice,distributed,,100,Hộp giấy,1L,SKU00221,2025-03-18 09:52:46.918859
222,Vinamilk Street Vị Mới 500g,Vinamilk,Distributed,Street,distributed,,441,Túi,500g,SKU00222,2024-12-08 01:08:39.684461
223,PepsiCo Skill Thượng Hạng 1kg,PepsiCo,Distributed,Skill,distributed,,472,Túi,1kg,SKU00223,2024-11-13 19:16:01.658417
224,Nestlé Upon Premium 500g,Nestlé,Distributed,Upon,distributed,,428,Túi,500g,SKU00224,2024-09-18 15:10:12.601316
225,Nestlé General Vị Mới 100g,Nestlé,Distributed,General,distributed,,126,Túi,100g,SKU00225,2025-04-29 21:29:39.916704
226,Acecook Brother Thượng Hạng 1L,Acecook,Distributed,Brother,distributed,,689,Hộp giấy,1L,SKU00226,2024-07-17 22:10:34.410448
227,Suntory Hear Thượng Hạng 1kg,Suntory,Distributed,Hear,distributed,,165,Túi,1kg,SKU00227,2024-08-21 16:30:45.172536
228,Ajinomoto Left Đặc Biệt 250ml,Ajinomoto,Distributed,Left,distributed,,580,Chai nhựa,250ml,SKU00228,2024-12-09 04:23:54.644070
229,Vinamilk Above Thượng Hạng 100g,Vinamilk,Distributed,Above,distributed,,149,Túi,100g,SKU00229,2025-03-26 19:37:56.936429
230,Unilever Reduce Vị Mới 700ml,Unilever,Distributed,Reduce,distributed,,381,Chai nhựa,700ml,SKU00230,2025-02-24 10:41:10.476428
231,Ajinomoto Response Premium 500g,Ajinomoto,Distributed,Response,distributed,,639,Túi,500g,SKU00231,2024-07-08 09:52:12.253075
232,P&G Kitchen Đặc Biệt 1L,P&G,Distributed,Kitchen,distributed,,99,Hộp giấy,1L,SKU00232,2024-07-07 06:05:45.035227
233,Nestlé Soldier Thượng Hạng 500g,Nestlé,Distributed,Soldier,distributed,,319,Túi,500g,SKU00233,2024-09-01 15:58:03.298351
234,Ajinomoto Side Premium 330ml,Ajinomoto,Distributed,Side,distributed,,274,Chai nhựa,330ml,SKU00234,2024-07-30 02:40:12.052413
235,P&G Rather Premium 330ml,P&G,Distributed,Rather,distributed,,675,Chai nhựa,330ml,SKU00235,2024-10-18 16:58:52.964940
236,Ajinomoto Risk Premium 500g,Ajinomoto,Distributed,Risk,distributed,,546,Túi,500g,SKU00236,2024-07-03 23:30:14.231254
237,P&G Trouble Đặc Biệt 500g,P&G,Distributed,Trouble,distributed,,665,Túi,500g,SKU00237,2025-03-10 06:30:57.051442
238,Ajinomoto Another Premium 1L,Ajinomoto,Distributed,Another,distributed,,408,Hộp giấy,1L,SKU00238,2025-02-25 21:56:42.462511
239,Acecook Anyone Vị Mới 100g,Acecook,Distributed,Anyone,distributed,,367,Túi,100g,SKU00239,2024-07-12 07:09:59.730277
240,Unilever From Vị Mới 500g,Unilever,Distributed,From,distributed,,506,Túi,500g,SKU00240,2025-05-18 12:03:48.793462
241,P&G In Dinh Dưỡng 500ml,P&G,Distributed,In,distributed,,522,Chai nhựa,500ml,SKU00241,2024-09-02 23:03:36.254664
242,Unilever Concern Thượng Hạng 250ml,Unilever,Distributed,Concern,distributed,,274,Chai nhựa,250ml,SKU00242,2025-02-09 00:44:28.614042
243,Suntory Analysis Dinh Dưỡng 500ml,Suntory,Distributed,Analysis,distributed,,113,Chai nhựa,500ml,SKU00243,2025-02-03 02:58:18.930943
244,PepsiCo Adult Thượng Hạng 250ml,PepsiCo,Distributed,Adult,distributed,,504,Chai nhựa,250ml,SKU00244,2024-07-11 10:51:13.159087
245,PepsiCo Somebody Dinh Dưỡng 1kg,PepsiCo,Distributed,Somebody,distributed,,126,Túi,1kg,SKU00245,2024-11-20 21:58:47.916098
246,Nestlé Building Thượng Hạng 330ml,Nestlé,Distributed,Building,distributed,,701,Chai nhựa,330ml,SKU00246,2024-12-16 13:03:23.851152
247,PepsiCo Citizen Thượng Hạng 1kg,PepsiCo,Distributed,Citizen,distributed,,204,Túi,1kg,SKU00247,2025-05-04 03:51:16.942088
248,Nestlé Traditional Dinh Dưỡng 250ml,Nestlé,Distributed,Traditional,distributed,,557,Chai nhựa,250ml,SKU00248,2025-05-08 14:19:15.750402
249,TH True Milk Born Vị Mới 500ml,TH True Milk,Distributed,Born,distributed,,649,Chai nhựa,500ml,SKU00249,2024-09-04 06:52:52.513980
250,Vinamilk With Thượng Hạng 500ml,Vinamilk,Distributed,With,distributed,,318,Chai nhựa,500ml,SKU00250,2024-10-31 06:27:39.996191
251,P&G Science Vị Mới 500g,P&G,Distributed,Science,distributed,,281,Túi,500g,SKU00251,2025-02-13 06:08:40.247463
252,P&G Life Vị Mới 250ml,P&G,Distributed,Life,distributed,,427,Chai nhựa,250ml,SKU00252,2024-09-12 21:12:47.988419
253,Acecook Note Dinh Dưỡng 1L,Acecook,Distributed,Note,distributed,,592,Hộp giấy,1L,SKU00253,2024-07-02 01:54:25.647492
254,Unilever Cultural Premium 100g,Unilever,Distributed,Cultural,distributed,,528,Túi,100g,SKU00254,2024-10-23 14:44:51.618946
255,Suntory Evening Thượng Hạng 700ml,Suntory,Distributed,Evening,distributed,,428,Chai nhựa,700ml,SKU00255,2025-01-14 12:52:45.507859
256,PepsiCo Our Premium 330ml,PepsiCo,Distributed,Our,distributed,,582,Chai nhựa,330ml,SKU00256,2025-03-21 07:09:19.468894
257,Nestlé Product Vị Mới 1kg,Nestlé,Distributed,Product,distributed,,315,Túi,1kg,SKU00257,2024-11-27 15:05:54.764566
258,Ajinomoto Challenge Đặc Biệt 500ml,Ajinomoto,Distributed,Challenge,distributed,,658,Chai nhựa,500ml,SKU00258,2025-01-17 03:11:40.737723
259,Unilever Which Đặc Biệt 330ml,Unilever,Distributed,Which,distributed,,237,Chai nhựa,330ml,SKU00259,2025-01-16 01:42:16.919489
260,TH True Milk Offer Premium 700ml,TH True Milk,Distributed,Offer,distributed,,688,Chai nhựa,700ml,SKU00260,2024-09-17 04:12:59.570313
261,P&G Future Đặc Biệt 500g,P&G,Distributed,Future,distributed,,342,Túi,500g,SKU00261,2025-02-22 10:57:33.100898
262,Unilever Moment Vị Mới 1kg,Unilever,Distributed,Moment,distributed,,205,Túi,1kg,SKU00262,2025-04-27 19:04:35.396015
263,TH True Milk Bag Vị Mới 500ml,TH True Milk,Distributed,Bag,distributed,,497,Chai nhựa,500ml,SKU00263,2024-08-17 21:15:04.333029
264,PepsiCo Six Đặc Biệt 1kg,PepsiCo,Distributed,Six,distributed,,233,Túi,1kg,SKU00264,2024-09-17 22:45:56.841037
265,P&G Need Đặc Biệt 100g,P&G,Distributed,Need,distributed,,523,Túi,100g,SKU00265,2024-12-13 21:34:29.814659
266,Suntory Against Thượng Hạng 100g,Suntory,Distributed,Against,distributed,,355,Túi,100g,SKU00266,2024-12-20 17:06:54.088803
267,P&G Since Thượng Hạng 1L,P&G,Distributed,Since,distributed,,152,Hộp giấy,1L,SKU00267,2024-06-27 18:30:37.245950
268,Nestlé Join Dinh Dưỡng 1L,Nestlé,Distributed,Join,distributed,,714,Hộp giấy,1L,SKU00268,2024-09-20 09:54:34.082330
269,Vinamilk Hear Thượng Hạng 250ml,Vinamilk,Distributed,Hear,distributed,,450,Chai nhựa,250ml,SKU00269,2025-03-27 17:57:02.885988
270,Ajinomoto Full Đặc Biệt 1L,Ajinomoto,Distributed,Full,distributed,,318,Hộp giấy,1L,SKU00270,2025-01-11 09:06:13.640413
271,Unilever Son Vị Mới 250ml,Unilever,Distributed,Son,distributed,,319,Chai nhựa,250ml,SKU00271,2024-07-25 02:09:08.812829
272,Nestlé Decade Dinh Dưỡng 100g,Nestlé,Distributed,Decade,distributed,,651,Túi,100g,SKU00272,2025-02-03 21:14:43.517402
273,Unilever Another Premium 1L,Unilever,Distributed,Another,distributed,,196,Hộp giấy,1L,SKU00273,2024-09-01 07:28:30.064622
274,Orion Least Dinh Dưỡng 330ml,Orion,Distributed,Least,distributed,,124,Chai nhựa,330ml,SKU00274,2025-01-20 16:52:42.278643
275,Vinamilk Student Dinh Dưỡng 330ml,Vinamilk,Distributed,Student,distributed,,276,Chai nhựa,330ml,SKU00275,2024-11-01 01:12:57.975641
276,Acecook Traditional Dinh Dưỡng 100g,Acecook,Distributed,Traditional,distributed,,724,Túi,100g,SKU00276,2024-08-18 10:01:42.680165
277,Orion Leave Đặc Biệt 500ml,Orion,Distributed,Leave,distributed,,462,Chai nhựa,500ml,SKU00277,2025-02-16 10:46:25.872859
278,PepsiCo Game Thượng Hạng 1kg,PepsiCo,Distributed,Game,distributed,,312,Túi,1kg,SKU00278,2024-06-30 16:02:32.717822
279,Ajinomoto Three Vị Mới 500ml,Ajinomoto,Distributed,Three,distributed,,171,Chai nhựa,500ml,SKU00279,2024-07-25 16:45:08.880022
280,TH True Milk Live Đặc Biệt 700ml,TH True Milk,Distributed,Live,distributed,,714,Chai nhựa,700ml,SKU00280,2025-06-11 19:00:19.849585
281,Nestlé Prepare Premium 1L,Nestlé,Distributed,Prepare,distributed,,642,Hộp giấy,1L,SKU00281,2025-04-22 19:02:57.036570
282,Orion Pull Premium 100g,Orion,Distributed,Pull,distributed,,460,Túi,100g,SKU00282,2025-03-15 15:01:15.660661
283,Unilever Option Premium 1L,Unilever,Distributed,Option,distributed,,373,Hộp giấy,1L,SKU00283,2025-05-07 10:26:23.634777
284,Suntory Interest Dinh Dưỡng 100g,Suntory,Distributed,Interest,distributed,,142,Túi,100g,SKU00284,2024-09-07 15:51:51.574058
285,PepsiCo Network Đặc Biệt 700ml,PepsiCo,Distributed,Network,distributed,,453,Chai nhựa,700ml,SKU00285,2024-06-17 21:41:49.398457
286,Orion Quite Premium 700ml,Orion,Distributed,Quite,distributed,,295,Chai nhựa,700ml,SKU00286,2025-05-31 07:54:27.723370
287,Unilever Language Dinh Dưỡng 1L,Unilever,Distributed,Language,distributed,,227,Hộp giấy,1L,SKU00287,2024-09-18 07:34:24.679611
288,Ajinomoto Box Dinh Dưỡng 500g,Ajinomoto,Distributed,Box,distributed,,340,Túi,500g,SKU00288,2025-05-15 01:24:47.027427
289,Unilever No Thượng Hạng 500ml,Unilever,Distributed,No,distributed,,267,Chai nhựa,500ml,SKU00289,2024-08-21 03:02:09.516814
290,Vinamilk Cell Đặc Biệt 500ml,Vinamilk,Distributed,Cell,distributed,,551,Chai nhựa,500ml,SKU00290,2024-08-07 07:26:31.176100
291,P&G Heavy Premium 1kg,P&G,Distributed,Heavy,distributed,,244,Túi,1kg,SKU00291,2025-05-04 04:55:14.427574
292,Suntory Movie Thượng Hạng 700ml,Suntory,Distributed,Movie,distributed,,247,Chai nhựa,700ml,SKU00292,2025-05-04 14:52:25.925350
293,TH True Milk Computer Đặc Biệt 500ml,TH True Milk,Distributed,Computer,distributed,,615,Chai nhựa,500ml,SKU00293,2024-10-17 21:19:48.505935
294,Suntory Son Dinh Dưỡng 1kg,Suntory,Distributed,Son,distributed,,286,Túi,1kg,SKU00294,2024-12-04 17:30:58.344577
295,Suntory Old Thượng Hạng 1kg,Suntory,Distributed,Old,distributed,,96,Túi,1kg,SKU00295,2024-08-21 16:11:12.685056
296,Unilever Financial Premium 1L,Unilever,Distributed,Financial,distributed,,260,Hộp giấy,1L,SKU00296,2024-09-14 22:16:26.116814
297,Unilever Check Đặc Biệt 1kg,Unilever,Distributed,Check,distributed,,255,Túi,1kg,SKU00297,2025-05-24 05:30:00.516549
298,Nestlé Doctor Dinh Dưỡng 500ml,Nestlé,Distributed,Doctor,distributed,,121,Chai nhựa,500ml,SKU00298,2024-06-29 13:12:37.025942
299,TH True Milk Degree Dinh Dưỡng 500g,TH True Milk,Distributed,Degree,distributed,,342,Túi,500g,SKU00299,2025-03-11 07:43:31.086933
300,Nestlé The Thượng Hạng 500ml,Nestlé,Distributed,The,distributed,,275,Chai nhựa,500ml,SKU00300,2025-02-04 04:58:25.772034
301,Nestlé Until Thượng Hạng 500ml,Nestlé,Distributed,Until,distributed,,114,Chai nhựa,500ml,SKU00301,2025-02-12 09:25:39.754467
302,TH True Milk What Đặc Biệt 250ml,TH True Milk,Distributed,What,distributed,,132,Chai nhựa,250ml,SKU00302,2024-12-12 16:50:52.035999
303,PepsiCo Hot Dinh Dưỡng 100g,PepsiCo,Distributed,Hot,distributed,,102,Túi,100g,SKU00303,2025-02-17 07:50:27.704111
304,Vinamilk Left Thượng Hạng 500g,Vinamilk,Distributed,Left,distributed,,402,Túi,500g,SKU00304,2024-09-30 20:29:07.230336
305,Orion Foreign Dinh Dưỡng 1kg,Orion,Distributed,Foreign,distributed,,595,Túi,1kg,SKU00305,2024-10-24 16:12:34.509080
306,Unilever Accept Thượng Hạng 500ml,Unilever,Distributed,Accept,distributed,,498,Chai nhựa,500ml,SKU00306,2024-07-02 21:31:36.115802
307,P&G Computer Đặc Biệt 250ml,P&G,Distributed,Computer,distributed,,243,Chai nhựa,250ml,SKU00307,2025-04-17 04:12:32.388381
308,PepsiCo Former Premium 330ml,PepsiCo,Distributed,Former,distributed,,644,Chai nhựa,330ml,SKU00308,2024-07-14 18:58:12.087289
309,Orion Company Vị Mới 330ml,Orion,Distributed,Company,distributed,,216,Chai nhựa,330ml,SKU00309,2024-09-10 20:31:23.245963
310,PepsiCo Indeed Thượng Hạng 500g,PepsiCo,Distributed,Indeed,distributed,,120,Túi,500g,SKU00310,2025-03-18 07:25:57.795228
311,Orion Effort Thượng Hạng 700ml,Orion,Distributed,Effort,distributed,,592,Chai nhựa,700ml,SKU00311,2024-12-22 06:13:22.764678
312,Orion Item Đặc Biệt 700ml,Orion,Distributed,Item,distributed,,139,Chai nhựa,700ml,SKU00312,2025-01-27 15:57:08.587389
313,Orion Action Thượng Hạng 1kg,Orion,Distributed,Action,distributed,,290,Túi,1kg,SKU00313,2025-03-24 10:16:13.745139
314,Suntory Because Đặc Biệt 1L,Suntory,Distributed,Because,distributed,,437,Hộp giấy,1L,SKU00314,2025-01-23 11:11:15.610724
315,TH True Milk Baby Premium 500ml,TH True Milk,Distributed,Baby,distributed,,289,Chai nhựa,500ml,SKU00315,2025-03-13 06:53:00.516448
316,Acecook Population Thượng Hạng 330ml,Acecook,Distributed,Population,distributed,,171,Chai nhựa,330ml,SKU00316,2025-04-30 11:14:45.329159
317,P&G Water Thượng Hạng 100g,P&G,Distributed,Water,distributed,,531,Túi,100g,SKU00317,2024-12-23 23:08:49.089194
318,Acecook New Thượng Hạng 100g,Acecook,Distributed,New,distributed,,568,Túi,100g,SKU00318,2025-03-23 13:11:21.549704
319,P&G This Đặc Biệt 500g,P&G,Distributed,This,distributed,,192,Túi,500g,SKU00319,2024-09-18 21:37:09.298660
320,Unilever Scene Premium 330ml,Unilever,Distributed,Scene,distributed,,633,Chai nhựa,330ml,SKU00320,2024-11-07 21:59:19.044943
321,P&G Word Vị Mới 500ml,P&G,Distributed,Word,distributed,,640,Chai nhựa,500ml,SKU00321,2024-08-01 05:55:57.241411
322,P&G Fine Dinh Dưỡng 100g,P&G,Distributed,Fine,distributed,,204,Túi,100g,SKU00322,2024-07-17 04:26:53.738169
323,Orion Blood Premium 1L,Orion,Distributed,Blood,distributed,,208,Hộp giấy,1L,SKU00323,2025-05-12 12:47:19.322484
324,P&G Speech Thượng Hạng 100g,P&G,Distributed,Speech,distributed,,143,Túi,100g,SKU00324,2024-06-26 18:30:40.920357
325,Acecook Build Thượng Hạng 1L,Acecook,Distributed,Build,distributed,,686,Hộp giấy,1L,SKU00325,2025-05-07 06:13:21.139502
326,TH True Milk Too Premium 700ml,TH True Milk,Distributed,Too,distributed,,441,Chai nhựa,700ml,SKU00326,2025-03-27 08:02:42.369187
327,Orion Edge Premium 1kg,Orion,Distributed,Edge,distributed,,500,Túi,1kg,SKU00327,2024-10-28 00:11:19.544448
328,Orion Sit Dinh Dưỡng 500g,Orion,Distributed,Sit,distributed,,169,Túi,500g,SKU00328,2024-10-31 21:06:52.878126
329,Acecook Imagine Dinh Dưỡng 500g,Acecook,Distributed,Imagine,distributed,,614,Túi,500g,SKU00329,2024-06-26 23:48:23.888866
330,Vinamilk Serve Thượng Hạng 330ml,Vinamilk,Distributed,Serve,distributed,,90,Chai nhựa,330ml,SKU00330,2024-10-29 13:54:40.765761
331,Unilever Discussion Dinh Dưỡng 500g,Unilever,Distributed,Discussion,distributed,,384,Túi,500g,SKU00331,2024-11-16 09:56:39.798469
332,Suntory Appear Dinh Dưỡng 700ml,Suntory,Distributed,Appear,distributed,,686,Chai nhựa,700ml,SKU00332,2025-01-26 19:14:13.325676
333,Ajinomoto Debate Thượng Hạng 700ml,Ajinomoto,Distributed,Debate,distributed,,648,Chai nhựa,700ml,SKU00333,2025-01-03 20:06:40.706849
334,Unilever Deep Thượng Hạng 500g,Unilever,Distributed,Deep,distributed,,120,Túi,500g,SKU00334,2024-11-04 19:30:34.264185
335,PepsiCo Each Vị Mới 250ml,PepsiCo,Distributed,Each,distributed,,238,Chai nhựa,250ml,SKU00335,2024-10-28 20:25:56.692123
336,Nestlé Mention Đặc Biệt 330ml,Nestlé,Distributed,Mention,distributed,,641,Chai nhựa,330ml,SKU00336,2024-11-16 04:45:43.004973
337,P&G Probably Vị Mới 1kg,P&G,Distributed,Probably,distributed,,411,Túi,1kg,SKU00337,2024-06-23 12:00:58.225629
338,Suntory Up Premium 330ml,Suntory,Distributed,Up,distributed,,303,Chai nhựa,330ml,SKU00338,2025-01-17 07:56:28.598648
339,P&G Something Đặc Biệt 100g,P&G,Distributed,Something,distributed,,509,Túi,100g,SKU00339,2024-08-27 14:17:41.222681
340,Vinamilk Only Thượng Hạng 1L,Vinamilk,Distributed,Only,distributed,,326,Hộp giấy,1L,SKU00340,2025-05-30 04:36:10.606901
341,Vinamilk Control Premium 500g,Vinamilk,Distributed,Control,distributed,,200,Túi,500g,SKU00341,2024-07-25 18:43:30.956682
342,TH True Milk Point Dinh Dưỡng 700ml,TH True Milk,Distributed,Point,distributed,,469,Chai nhựa,700ml,SKU00342,2024-09-27 16:11:18.926835
343,Unilever Writer Đặc Biệt 100g,Unilever,Distributed,Writer,distributed,,452,Túi,100g,SKU00343,2024-08-11 13:06:55.025889
344,PepsiCo Fine Premium 100g,PepsiCo,Distributed,Fine,distributed,,322,Túi,100g,SKU00344,2024-11-26 18:40:10.496276
